animal_name,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
turtle,1.5365547479368016,0.7272687280626042,4.367642837434165,1.9946917133137723,9.94338693218345,6.612528273098172,6.251438489277103,0.5419737160568037,9.187668918246027,10.373658233333263,2.886456653795269,0.7365595378100351,0.08747738607089335
chameleon,0.38270555773910836,4.926556842069547,6.446972525337203,0.7131146890613509,7.510273806288897,0.39181088711875633,1.8992051418461884,0.24669520877579942,1.0829889810381823,1.507846931340732,0.9647849576630525,1.7332356469603878,4.7587707192159705
iguana,1.4843351786356622,7.289311512560671,0.12471260216126727,3.3105797592099298,5.48853811056783,0.006959528199464769,7.522994799703628,1.235003121435501,2.4282192904656115,7.582247279005536,2.3440961858109346,0.44595023099808023,8.583159749690411
lizard,0.27658980059879146,4.3954928049506865,0.09375617919666793,0.13187462421416704,3.4695926354768143,5.548810103937083,0.30917462167232745,0.9492647512975101,1.3642197141970085,2.524436822943306,5.054502757761369,4.753075131966259,10.171526120506623
gecko,0.38270555773910836,4.926556842069547,6.446972525337203,0.7131146890613509,7.510273806288897,0.39181088711875633,1.8992051418461884,0.24669520877579942,1.0829889810381823,1.507846931340732,0.9647849576630525,1.7332356469603878,4.7587707192159705
python,1.6663319487365469,3.3506174813767657,13.557326415646491,0.11711628020305656,2.117980485491666,1.088033121182494,3.1992146691499412,4.746475768362234,0.7246330066007106,0.08468496249948855,0.6078049129239392,0.17576357675095264,0.13478203422989216
boa,1.8364271957071987,2.5112952578704384,1.8442273673299565,0.23939313691137307,0.7781382374209553,6.905010717036295,2.7199222799394787,6.853209269526526,1.7640256799222636,1.5169315622041468,0.2801459731434582,0.02022132065945688,2.4016934293248426
adder,1.6663319487365469,3.3506174813767657,13.557326415646491,0.11711628020305656,2.117980485491666,1.088033121182494,3.1992146691499412,4.746475768362234,0.7246330066007106,0.08468496249948855,0.6078049129239392,0.17576357675095264,0.13478203422989216
crocodile,1.9832036373098576,2.36111224551602,0.5755013530405526,0.035525237392333646,4.567123255924296,1.6367451595979838,5.818313579367117,0.08659608925233374,0.8507326009187162,1.1237503170513834,1.374958512268879,0.5792997455903792,4.900018734882843
alligator,1.9832036373098576,2.36111224551602,0.5755013530405526,0.035525237392333646,4.567123255924296,1.6367451595979838,5.818313579367117,0.08659608925233374,0.8507326009187162,1.1237503170513834,1.374958512268879,0.5792997455903792,4.900018734882843
gharial,1.9832036373098576,2.36111224551602,0.5755013530405526,0.035525237392333646,4.567123255924296,1.6367451595979838,5.818313579367117,0.08659608925233374,0.8507326009187162,1.1237503170513834,1.374958512268879,0.5792997455903792,4.900018734882843
skink,0.1702352086768268,2.1857361285362478,1.1886706353960732,0.008997940699143763,1.0453927713643916,5.0741342270780265,5.300009849292862,1.2191961225283594,2.155173404632892,0.5785496271076271,14.959079646916997,0.3467788525228243,1.1425637719276256
anchovy,2.613329123228758,4.6988052823543525,0.7639979767659273,0.5567406039140165,0.37079620101659094,0.9775373316157268,8.525473942452017,3.650942985106032,1.2285917514532614,11.995896342453152,0.09992323273676114,3.2525219135385357,3.612380352807057
flounder,4.422432511588365,5.315351686324685,0.007154725853049518,1.5956395567735036,0.027694145872409245,0.03109077206288728,0.2970875347325526,0.19971289782511573,1.0201476241709753,0.1694201331643184,0.33373457533933754,0.1905580856080376,1.188453469719004
halibut,4.422432511588365,5.315351686324685,0.007154725853049518,1.5956395567735036,0.027694145872409245,0.03109077206288728,0.2970875347325526,0.19971289782511573,1.0201476241709753,0.1694201331643184,0.33373457533933754,0.1905580856080376,1.188453469719004
mackerel,4.422432511588365,5.315351686324685,0.007154725853049518,1.5956395567735036,0.027694145872409245,0.03109077206288728,0.2970875347325526,0.19971289782511573,1.0201476241709753,0.1694201331643184,0.33373457533933754,0.1905580856080376,1.188453469719004
barracuda,6.138890859632499,0.7753731459262743,1.7294771784912895,0.3620284244861309,2.8692285211113786,0.02502087979701347,0.08458297628384845,6.198433580050503,13.013767535537042,9.23960557244652,0.35000966824412333,1.7642022002051603,16.630403175486517
marlin,4.422432511588365,5.315351686324685,0.007154725853049518,1.5956395567735036,0.027694145872409245,0.03109077206288728,0.2970875347325526,0.19971289782511573,1.0201476241709753,0.1694201331643184,0.33373457533933754,0.1905580856080376,1.188453469719004
trout,4.422432511588365,5.315351686324685,0.007154725853049518,1.5956395567735036,0.027694145872409245,0.03109077206288728,0.2970875347325526,0.19971289782511573,1.0201476241709753,0.1694201331643184,0.33373457533933754,0.1905580856080376,1.188453469719004
salamander,0.45345676828366677,2.058411751564894,7.758921036320569,0.6718964476717091,5.263184947343295,5.887584802936521,0.25261055693012263,1.3410464392670904,5.066848622058135,3.01215159414621,0.0033245537576777917,15.523254577027535,2.6326787112902545
siren,0.40804188037228883,0.2565959886630239,1.4531949747032842,3.819925893627276,1.4393884004846909,0.06632447429527061,2.2844133964701983,2.270982095899602,0.7771354098469273,7.453938145162481,4.005073863809611,20.853609279873677,6.542114486648079
tree frog,0.00803468288248967,0.16761210064960694,1.5942758051735042,6.952320341964528,2.7667570127326617,1.8034951592247686,0.9235350316752796,0.12669293871826892,0.0601429666558076,0.9752790614013641,4.581989446827635,2.556446461881538,0.1578375948636567
dart frog,0.00803468288248967,0.16761210064960694,1.5942758051735042,6.952320341964528,2.7667570127326617,1.8034951592247686,0.9235350316752796,0.12669293871826892,0.0601429666558076,0.9752790614013641,4.581989446827635,2.556446461881538,0.1578375948636567
firebelly,0.00803468288248967,0.16761210064960694,1.5942758051735042,6.952320341964528,2.7667570127326617,1.8034951592247686,0.9235350316752796,0.12669293871826892,0.0601429666558076,0.9752790614013641,4.581989446827635,2.556446461881538,0.1578375948636567
wart toad,0.00803468288248967,0.16761210064960694,1.5942758051735042,6.952320341964528,2.7667570127326617,1.8034951592247686,0.9235350316752796,0.12669293871826892,0.0601429666558076,0.9752790614013641,4.581989446827635,2.556446461881538,0.1578375948636567
mosquito,4.81414248842864,0.15177213577761448,0.14000749698161047,3.9952471831052896,0.4808106974907845,0.9718223399627328,0.3278542629453292,2.1629844926740702,0.011012601611507074,0.9205123214712019,0.2549822721224616,0.2665808881149033,0.10913451682499234
hornet,4.6013538823213604,0.22496297175628227,11.197632908789533,2.6416444223366056,0.6461022456848293,6.088327281082521,5.127049277122238,1.0961842404631883,0.3153607809008458,8.483724407684155,1.8628083766177075,1.8279061162674093,0.016090008176239998
cricket,2.734838510984972,0.09971186658410863,0.4081892029387002,0.1866388458904075,0.04153620412044943,2.7747235303117543,0.6652417044332863,1.566935454579539,5.88908501494935,0.07350786514894432,0.17904986968828449,0.016692892529174563,0.3514188809965165
beetle,2.734838510984972,0.09971186658410863,0.4081892029387002,0.1866388458904075,0.04153620412044943,2.7747235303117543,0.6652417044332863,1.566935454579539,5.88908501494935,0.07350786514894432,0.17904986968828449,0.016692892529174563,0.3514188809965165
butterfly,4.81414248842864,0.15177213577761448,0.14000749698161047,3.9952471831052896,0.4808106974907845,0.9718223399627328,0.3278542629453292,2.1629844926740702,0.011012601611507074,0.9205123214712019,0.2549822721224616,0.2665808881149033,0.10913451682499234
palmetto,4.329699775740339,0.05223057638352237,1.04506105876394,6.035936883424556,2.3520666622404938,0.7793414125367256,1.3772306355608617,0.3693788910280661,7.513026152821806,1.9322078780648708,1.2421484051256508,1.1555407302296306,3.2041720508761387
cockroach,2.734838510984972,0.09971186658410863,0.4081892029387002,0.1866388458904075,0.04153620412044943,2.7747235303117543,0.6652417044332863,1.566935454579539,5.88908501494935,0.07350786514894432,0.17904986968828449,0.016692892529174563,0.3514188809965165
mantis,2.372870230795714,0.09141411598843872,0.5738989294962483,0.0006752593105671374,0.40505004345217477,3.128503034612782,6.562633775627535,11.090546778748356,0.043808727657979996,4.319533728944238,1.431210165726689,2.137661974714711,2.333468041230663
dragonfly,4.81414248842864,0.15177213577761448,0.14000749698161047,3.9952471831052896,0.4808106974907845,0.9718223399627328,0.3278542629453292,2.1629844926740702,0.011012601611507074,0.9205123214712019,0.2549822721224616,0.2665808881149033,0.10913451682499234
aphid,2.734838510984972,0.09971186658410863,0.4081892029387002,0.1866388458904075,0.04153620412044943,2.7747235303117543,0.6652417044332863,1.566935454579539,5.88908501494935,0.07350786514894432,0.17904986968828449,0.016692892529174563,0.3514188809965165
cicada,4.81414248842864,0.15177213577761448,0.14000749698161047,3.9952471831052896,0.4808106974907845,0.9718223399627328,0.3278542629453292,2.1629844926740702,0.011012601611507074,0.9205123214712019,0.2549822721224616,0.2665808881149033,0.10913451682499234
antlion,4.81414248842864,0.15177213577761448,0.14000749698161047,3.9952471831052896,0.4808106974907845,0.9718223399627328,0.3278542629453292,2.1629844926740702,0.011012601611507074,0.9205123214712019,0.2549822721224616,0.2665808881149033,0.10913451682499234
