animal_name,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
turtle,0.19859743025832313,0.05638527258728136,0.1894002006481566,0.05308719516536346,0.21377107123184147,0.0948950259427678,0.08182934800919009,0.005214099392783322,0.06383628231857259,0.034249069048022496,0.007365485075436649,0.0013520596267329636,1.7460695528082247e-05
chameleon,0.052432688517359036,0.40487973559362384,0.29634725536697515,0.020118016090113787,0.17115206229820512,0.005960245909926028,0.026351951226370907,0.00251578525436927,0.007976237184979976,0.0052769850503558546,0.002609628035877001,0.0033725420367113268,0.0010068674351328137
iguana,0.169870878394128,0.5004015514419072,0.0047885610131452915,0.07801523457655213,0.1044798750305374,8.843355263687505e-05,0.08719292695249647,0.010520357595250775,0.014938655816587916,0.02216542922433281,0.005296306481170839,0.0007248293101819482,0.0015169606110723162
lizard,0.060287216060627515,0.5747008330540933,0.006856408755995324,0.005918868814494597,0.12579302581370957,0.13428863263054958,0.006824902463169519,0.015401106270574963,0.015984904782994042,0.014055452255522958,0.02175095020627085,0.014713844055694869,0.003423854836303286
gecko,0.052432688517359036,0.40487973559362384,0.29634725536697515,0.020118016090113787,0.17115206229820512,0.005960245909926028,0.026351951226370907,0.00251578525436927,0.007976237184979976,0.0052769850503558546,0.002609628035877001,0.0033725420367113268,0.0010068674351328137
python,0.17623442487016233,0.21256867199347707,0.481073028905856,0.002550556247493681,0.03725977146936028,0.012776787201269749,0.034267005137026775,0.037365946451904816,0.0041198746316777205,0.00022878459247334095,0.0012691242970692827,0.00026401007929019454,2.20141229388645e-05
boa,0.31468908081769964,0.2581373930207103,0.10603033970962247,0.008447108350393067,0.02217960070181262,0.13137799703196773,0.04720282548629329,0.08741328603682369,0.016249856328831774,0.00663995590713084,0.0009477702462011387,4.921300401648391e-05,0.0006355733584968308
adder,0.17623442487016233,0.21256867199347707,0.481073028905856,0.002550556247493681,0.03725977146936028,0.012776787201269749,0.034267005137026775,0.037365946451904816,0.0041198746316777205,0.00022878459247334095,0.0012691242970692827,0.00026401007929019454,2.20141229388645e-05
crocodile,0.37743550096190376,0.26954870829702515,0.036747645459840876,0.0013921974573067755,0.14457965263302142,0.03458651651156496,0.11214401564912155,0.0012267306336035705,0.008703725313798746,0.005463066830124668,0.005166254048249735,0.0015658176191638122,0.0014401685852750516
alligator,0.37743550096190376,0.26954870829702515,0.036747645459840876,0.0013921974573067755,0.14457965263302142,0.03458651651156496,0.11214401564912155,0.0012267306336035705,0.008703725313798746,0.005463066830124668,0.005166254048249735,0.0015658176191638122,0.0014401685852750516
gharial,0.37743550096190376,0.26954870829702515,0.036747645459840876,0.0013921974573067755,0.14457965263302142,0.03458651651156496,0.11214401564912155,0.0012267306336035705,0.008703725313798746,0.005463066830124668,0.005166254048249735,0.0015658176191638122,0.0014401685852750516
skink,0.04626617623869296,0.3563338959350414,0.1083885700352036,0.0005035536613209572,0.047258803425808724,0.15311808648319192,0.14587955837362332,0.024663987284902242,0.031487131921130285,0.004016484431903443,0.08026566773671456,0.001338533444618846,0.0004795510278476918
anchovy,0.3468482159676209,0.3740916287925173,0.03402086074867555,0.015215515259718683,0.008185960426257827,0.014405522984773248,0.11459546490979548,0.036068319010682054,0.008765760813449644,0.04066954471169362,0.00026183190212512717,0.0061309530349686545,0.0007404214377220458
flounder,0.5483390669486162,0.3953349079455922,0.0002976382239448469,0.040739076491541446,0.0005711694339372223,0.0004280256570375932,0.0037305764762543725,0.001843187780441029,0.006799667262387377,0.0005365920610336636,0.000816958329613693,0.00033556585011161876,0.00022756753948869964
halibut,0.5483390669486162,0.3953349079455922,0.0002976382239448469,0.040739076491541446,0.0005711694339372223,0.0004280256570375932,0.0037305764762543725,0.001843187780441029,0.006799667262387377,0.0005365920610336636,0.000816958329613693,0.00033556585011161876,0.00022756753948869964
mackerel,0.5483390669486162,0.3953349079455922,0.0002976382239448469,0.040739076491541446,0.0005711694339372223,0.0004280256570375932,0.0037305764762543725,0.001843187780441029,0.006799667262387377,0.0005365920610336636,0.000816958329613693,0.00033556585011161876,0.00022756753948869964
barracuda,0.6671227740351873,0.05054425445796365,0.06305774299607118,0.008101154889127767,0.05186447686784913,0.0003019039200026285,0.0009308985634546575,0.05013872672639608,0.07602484848000275,0.025648415232439915,0.0007509423949197718,0.0027228681698520138,0.002790993266733173
marlin,0.5483390669486162,0.3953349079455922,0.0002976382239448469,0.040739076491541446,0.0005711694339372223,0.0004280256570375932,0.0037305764762543725,0.001843187780441029,0.006799667262387377,0.0005365920610336636,0.000816958329613693,0.00033556585011161876,0.00022756753948869964
trout,0.5483390669486162,0.3953349079455922,0.0002976382239448469,0.040739076491541446,0.0005711694339372223,0.0004280256570375932,0.0037305764762543725,0.001843187780441029,0.006799667262387377,0.0005365920610336636,0.000816958329613693,0.00033556585011161876,0.00022756753948869964
salamander,0.068104328026337,0.1854454837257828,0.39097400924886533,0.020779236192452224,0.1314850764062289,0.09818074436630522,0.0038423229319099732,0.014991950362096598,0.04090848698502979,0.011555983104740925,9.857866025583144e-06,0.033111892605953826,0.0006106281782720154
siren,0.13159174301412027,0.049638534015981624,0.15723727863698836,0.25366891301605843,0.07721308519951611,0.0023749148151846304,0.07461087622570557,0.05451463443796876,0.013472781337356791,0.06140460376764017,0.025500292221100642,0.09551410988084945,0.0032582334315292704
tree frog,0.0026839125118368412,0.03358537241664358,0.17867788449703478,0.47820906056106266,0.1537303592228998,0.06689057305596162,0.03124327353544381,0.00315012305408258,0.0010799934592470662,0.008321847717292169,0.030217910260892638,0.012128266121618044,8.142358598426871e-05
dart frog,0.0026839125118368412,0.03358537241664358,0.17867788449703478,0.47820906056106266,0.1537303592228998,0.06689057305596162,0.03124327353544381,0.00315012305408258,0.0010799934592470662,0.008321847717292169,0.030217910260892638,0.012128266121618044,8.142358598426871e-05
firebelly,0.0026839125118368412,0.03358537241664358,0.17867788449703478,0.47820906056106266,0.1537303592228998,0.06689057305596162,0.03124327353544381,0.00315012305408258,0.0010799934592470662,0.008321847717292169,0.030217910260892638,0.012128266121618044,8.142358598426871e-05
wart toad,0.0026839125118368412,0.03358537241664358,0.17867788449703478,0.47820906056106266,0.1537303592228998,0.06689057305596162,0.03124327353544381,0.00315012305408258,0.0010799934592470662,0.008321847717292169,0.030217910260892638,0.012128266121618044,8.142358598426871e-05
mosquito,0.7777265519717754,0.01470771536509466,0.007588693449032967,0.1329046116931408,0.01292025590816988,0.01743191844291747,0.005364044396317083,0.026009792430753242,9.563890139063978e-05,0.003798646161800866,0.0008132586677917213,0.0006116449547348346,2.722765708059392e-05
hornet,0.42931379915606216,0.012590571331171257,0.35052836783221447,0.050751862270341966,0.010027195240621794,0.06307213378801255,0.04844625902985981,0.007612867327380809,0.0015817343970911328,0.020219341813113727,0.0034313745259329483,0.002422174902795064,2.3183854025125565e-06
cricket,0.721249047687677,0.015774136586399652,0.03611792659351158,0.010135472909488984,0.00182208813057171,0.08125004387265707,0.017767919434001314,0.03075956347253804,0.08349069070799814,0.0004951977073954981,0.0009322626889578324,6.252411663698677e-05,0.00014312609216634507
beetle,0.721249047687677,0.015774136586399652,0.03611792659351158,0.010135472909488984,0.00182208813057171,0.08125004387265707,0.017767919434001314,0.03075956347253804,0.08349069070799814,0.0004951977073954981,0.0009322626889578324,6.252411663698677e-05,0.00014312609216634507
butterfly,0.7777265519717754,0.01470771536509466,0.007588693449032967,0.1329046116931408,0.01292025590816988,0.01743191844291747,0.005364044396317083,0.026009792430753242,9.563890139063978e-05,0.003798646161800866,0.0008132586677917213,0.0006116449547348346,2.722765708059392e-05
palmetto,0.6099531819899446,0.004413760070762572,0.04939558299337761,0.17509422364661414,0.055115956996805236,0.012190367366688899,0.019649383805272647,0.0038733459312398455,0.05689711986583992,0.006953185505535517,0.0034548001698623577,0.0023119922686909797,0.0006970993893656453
cockroach,0.721249047687677,0.015774136586399652,0.03611792659351158,0.010135472909488984,0.00182208813057171,0.08125004387265707,0.017767919434001314,0.03075956347253804,0.08349069070799814,0.0004951977073954981,0.0009322626889578324,6.252411663698677e-05,0.00014312609216634507
mantis,0.5048442367832929,0.011666534337932523,0.04096628308446073,2.9583013176750037e-05,0.014334452377933378,0.0739044036049315,0.1414051175250687,0.175635324532611,0.000501049599372996,0.023475320702989917,0.006011703534154836,0.006459290965479473,0.0007666999385952765
dragonfly,0.7777265519717754,0.01470771536509466,0.007588693449032967,0.1329046116931408,0.01292025590816988,0.01743191844291747,0.005364044396317083,0.026009792430753242,9.563890139063978e-05,0.003798646161800866,0.0008132586677917213,0.0006116449547348346,2.722765708059392e-05
aphid,0.721249047687677,0.015774136586399652,0.03611792659351158,0.010135472909488984,0.00182208813057171,0.08125004387265707,0.017767919434001314,0.03075956347253804,0.08349069070799814,0.0004951977073954981,0.0009322626889578324,6.252411663698677e-05,0.00014312609216634507
cicada,0.7777265519717754,0.01470771536509466,0.007588693449032967,0.1329046116931408,0.01292025590816988,0.01743191844291747,0.005364044396317083,0.026009792430753242,9.563890139063978e-05,0.003798646161800866,0.0008132586677917213,0.0006116449547348346,2.722765708059392e-05
antlion,0.7777265519717754,0.01470771536509466,0.007588693449032967,0.1329046116931408,0.01292025590816988,0.01743191844291747,0.005364044396317083,0.026009792430753242,9.563890139063978e-05,0.003798646161800866,0.0008132586677917213,0.0006116449547348346,2.722765708059392e-05
scallop,0.045402993495302205,0.5811858523985777,0.004459246741776411,0.16149116704143734,0.01983353204426339,3.049241734855377e-05,0.018740587348772163,9.50652246369131e-08,0.103407106385553,0.012737932450412,0.03258214894112077,0.01987942202676947,0.00024942364344244605
